id,sentence,labels
4091,Amo il manzo più delle ostriche .,1
3999,"Amo le sciarpe , eccetto le collane .",0
3011,"Amo i cani , eccetto i passeri .",0
3900,Apprezzo la coca cola più del Chianti .,1
3735,Amo le betulle più dell' erba .,1
3426,"Non amo i libri , preferisco i manuali .",0
4533,"Si fida delle congetture , eccetto che dell' udito .",0
3150,"Adoro il salmone , eccetto il vitello .",0
2937,"Non amo le posate , preferisco i tavoli .",1
3148,"Adoro i prodotti del mare , eccetto il salmone .",1
1354,"Adoro il salmone , un tipo interessante di tacchino .",0
4360,Posso capire l' amore più della stupidità .,1
1515,"Amo gli animali domestici , un tipo interessante di cane .",0
945,"Amo gli uccelli , un tipo interessante di merlo .",0
4348,Posso capire la paura più delle emozioni .,0
1179,"Apprezzo il parquet , un tipo interessante di guardaroba .",0
1556,"Si fida delle congetture , un tipo interessante della vista .",0
4231,"Amo gli animali domestici , eccetto i cani .",1
2696,"Non amo i criceti , preferisco i bassotti .",1
3669,Amo i treni più delle Kawasakis .,1
1468,"Amo i gioielli , un tipo interessante di collana .",0
3101,"Non amo il salmone , preferisco il pollo .",1
1039,"Amo le calze , un tipo interessante di gioielli .",0
2989,"Non amo lo Chardonnay , preferisco la birra .",1
1016,"Amo i gioielli , un tipo interessante di camicia .",0
3914,Apprezzo il Primitivo più del vino .,0
1225,"Apprezzo la coca cola , un tipo interessante di Primitivo .",0
3107,"Non amo il vitello , preferisco il salmone .",1
2685,"Non amo i bulldog , preferisco i criceti .",1
1191,"Apprezzo la coca cola , un tipo interessante di Merlot .",0
3135,"Non amo il caviale , preferisco il pollo .",1
852,"Apprezzo la coca cola , eccetto il Chianti .",0
3838,"Amo i western , eccetto i giochi da tavolo .",0
3043,"Non amo il cibo , preferisco la techno .",1
2836,"Non amo le querce , preferisco gli alberi .",0
3550,Amo i cani più dei conigli .,1
721,"Adoro i pini , eccetto gli arbusti .",0
1627,"Posso capire le emozioni , un tipo interessante di tristezza .",0
1372,"Adoro i granchi , un tipo interessante di manzo .",0
2671,"Non amo i bobtail , preferisco i gatti .",1
3997,"Amo i gioielli , eccetto le collane .",1
3708,Amo le gonne più dei vestiti .,0
1510,"Amo le balene , un tipo interessante di gatto .",0
2684,"Non amo i cani , preferisco i bulldog .",0
2869,"Non amo l' erba , preferisco i pini .",1
1060,"Adoro gli alberi , un tipo interessante di erba .",0
947,"Amo i criceti , un tipo interessante di merlo .",0
4092,"Amo gli anelli , eccetto le borsette .",0
2978,"Non amo la birra , preferisco il Merlot .",1
3655,Amo le moto più degli enduro .,0
4032,Amo il bacon più dei broccoli .,1
4552,"Si fida del gusto , eccetto che delle congetture .",0
3741,"Amo i thriller , eccetto i sussidiari .",0
2981,"Non amo lo Chardonnay , preferisco la coca cola .",1
972,"Amo le moto , un tipo interessante di bicicletta .",0
204,"Amo le gonne , eccetto gli orecchini .",0
3873,Apprezzo la coca cola più del Merlot .,1
4171,Amo i gioielli più delle borsette .,1
4068,Amo i prodotti del mare più del tacchino .,1
3300,"Non si fida dei sensi , preferisce la vista .",0
1506,"Amo i gatti , un tipo interessante di meduse .",0
3360,"Non ama la saggezza , preferisce la paura .",1
1428,"Amo le commedie , un tipo interessante di libro di testo .",0
2660,"Non amo i cani , preferisco gli husky .",0
1032,"Amo i pantaloni , un tipo interessante di orecchino .",0
1440,"Amo i film , un tipo interessante di documentario .",0
3540,Amo i cani più degli husky .,0
787,"Apprezzo i tavoli , eccetto i mobili .",0
2725,"Non amo i gatti , preferisco i merli .",1
1537,"Amo gli orsi , un tipo interessante di criceto .",0
705,"Adoro gli abeti , eccetto gli animali .",0
2709,"Non amo i pappagalli , preferisco i maiali .",1
1390,"Adoro i prodotti del mare , un tipo interessante di caviale .",0
2991,"Non amo il Chianti , preferisco la coca cola .",1
3054,"Non amo il blues , preferisco i gioielli .",1
2828,"Non amo le gonne , preferisco i gioielli .",1
2748,"Non amo le moto , preferisco le navi .",1
702,"Adoro l' erba , eccetto gli abeti .",0
4584,"Posso capire l' amore , eccetto la stupidità .",0
2290,"Adoro il pesce , eccetto il prosciutto .",0
809,"Amo gli husky , eccetto i conigli .",0
2808,"Non amo i pantaloni , preferisco i gioielli .",1
2655,"Amo i passeri , eccetto i criceti .",0
1501,"Amo gli animali domestici , un tipo interessante di gatto .",0
4532,"Si fida dell' udito , eccetto che delle congetture .",0
1396,"Adoro il caviale , un tipo interessante di manzo .",0
906,"Amo i conigli , un tipo interessante di bulldog .",0
1329,"Adoro i broccoli , un tipo interessante di bacon .",0
2875,"Non amo i cespugli , preferisco i pini .",1
4197,Amo i gioielli più degli orecchini .,0
1571,"Si fida del tatto , un tipo interessante di senso .",1
3082,"Non amo il pesce , preferisco il bacon .",1
1177,"Apprezzo la carta da parati , un tipo interessante di guardaroba .",0
4253,Amo le meduse più dei conigli .,1
1657,"Amo i dipinti , un tipo interessante di saggio .",0
4225,Amo i gatti più delle balene .,1
3094,"Non amo il maiale , preferisco il lardo .",0
2221,"Adoro il maiale , eccetto le mele .",0
2734,"Non amo i passeri , preferisco i gatti .",1
2171,"Adoro il maiale , eccetto il pesce .",0
4029,Amo il pesce più del bacon .,1
3102,"Non amo il pollo , preferisco il salmone .",1
4635,"Amo i manuali , eccetto la musica .",0
3843,Apprezzo i mobili più dei tavoli .,0
4063,Amo il salmone più del vitello .,1
5104,"Amo le Suzuki , eccetto le biciclette .",0
3634,Amo le biciclette più delle Harley-Davidson .,1
711,"Adoro gli arbusti , eccetto gli abeti .",0
4168,Amo le borsette più dei braccialetti .,1
1025,"Amo gli animali domestici , un tipo interessante di trouser .",0
3970,"Amo i braccialetti , eccetto le borsette .",0
3933,"Amo i giochi da tavolo , eccetto i documentari .",0
4344,"Amo le balene , eccetto i criceti .",0
1570,"Si fida delle dicerie , un tipo interessante del tatto .",0
2787,"Non amo gli aeroplani , preferisco le Kawasakis .",1
1579,"Si fida del gusto , un tipo interessante di diceria .",0
4074,Amo i granchi più dei prodotti del mare .,0
1090,"Adoro i pini , un tipo interessante di erba .",0
2815,"Non amo gli animali domestici , preferisco le calze .",1
707,"Amo i bassotti , eccetto i conigli .",0
3383,"Non ama la tristezza , preferisce la stupidità .",1
1437,"Amo i documentari , un tipo interessante di saggio .",0
2861,"Non amo gli alberi , preferisco gli abeti .",0
3617,Amo i cani più dei merli .,1
1331,"Adoro il bacon , un tipo interessante di mele .",0
1662,"Amo i libri , un tipo interessante di romanzo .",0
1071,"Adoro l' erba , un tipo interessante di betulla .",0
3967,Apprezzo il cibo più della techno .,1
2673,"Non amo i bobtail , preferisco i cani .",0
3092,"Non amo il pesce , preferisco il lardo .",1
3645,Amo le moto più delle Suzuki .,0
1145,"Apprezzo le sedie , un tipo interessante di posate .",0
4257,"Amo le balene , eccetto i cani .",0
3605,Amo i maiali più delle anatre .,1
1565,"Si fida delle ricostruzioni , un tipo interessante dell' udito .",0
4331,Posso capire la saggezza più della gioia .,1
1411,"Amo i thriller , un tipo interessante di videogioco .",0
1661,"Amo i romanzi , un tipo interessante di libro .",1
4611,"Amo i sussidiari , eccetto i dipinti .",0
3629,Amo le navi più delle Harley-Davidson .,1
4594,"Posso capire la tristezza , eccetto la stupidità .",0
2964,"Non amo i letti , preferisco il parquet .",1
871,"Amo gli husky , eccetto i gatti .",0
3061,"Non amo il maiale , preferisco il pesce .",1
4242,Amo le balene più dei cani .,1
3662,Amo le Kawasakis più delle navi .,1
3154,"Non amo i thriller , preferisco i film .",0
4181,"Amo le balene , eccetto i gatti .",0
1538,"Amo i criceti , un tipo interessante di meduse .",0
1081,"Adoro l' erba , un tipo interessante di abete .",0
2965,"Non amo il parquet , preferisco i letti .",1
814,"Apprezzo i letti , eccetto i mobili .",0
5105,"Amo le biciclette , eccetto le Suzuki .",0
889,"Amo i bobtail , un tipo interessante di cane .",1
2857,"Non amo gli arbusti , preferisco le betulle .",1
3839,"Amo i giochi da tavolo , eccetto i western .",0
3152,"Non amo i thriller , preferisco i saggi .",1
3660,Amo gli enduro più degli aeroplani .,1
3225,"Non amo le scarpe , preferisco le collane .",1
3675,Amo i vestiti più delle camicie .,0
3218,"Non amo le collane , preferisco i gioielli .",0
854,"Apprezzo il vino , eccetto il Chianti .",1
4572,"Posso capire le emozioni , eccetto la paura .",1
1521,"Amo le balene , un tipo interessante di cane .",0
4562,"Posso capire le emozioni , eccetto la stupidità .",0
126,"Amo le scarpe , eccetto le calze .",0
4364,Posso capire l' amore più dei calcoli .,1
1067,"Adoro le querce , un tipo interessante di arbusto .",0
998,"Amo gli aeroplani , un tipo interessante di enduro .",0
3194,"Non amo i sussidiari , preferisco i documentari .",1
4633,"Amo i romanzi , eccetto i dipinti .",0
1004,"Amo le biciclette , un tipo interessante di Kawasaki .",0
1378,"Adoro le ostriche , un tipo interessante di prodotti del mare .",1
4333,Posso capire le emozioni più della gioia .,0
2372,"Adoro il prosciutto , eccetto le carote .",0
1425,"Amo i saggi , un tipo interessante di commedia .",0
943,"Amo i gatti , un tipo interessante di merlo .",0
52,"Amo i pantaloni , eccetto gli orecchini .",0
1553,"Si fida delle ricostruzioni , un tipo interessante della vista .",0
1237,"Apprezzo la musica , un tipo interessante di rock .",0
3526,"Adoro il vitello , eccetto le ostriche .",0
4117,Amo i thriller più dei sussidiari .,1
1327,"Adoro il maiale , un tipo interessante di bacon .",0
868,"Apprezzo la sprite , eccetto il Primitivo .",0
4366,Posso capire la tristezza più della saggezza .,1
4035,Amo le mele più del bacon .,1
4297,Si fida dei notiziari più che dell' udito .,1
3739,Amo le betulle più degli animali .,1
3543,Amo i criceti più degli husky .,1
1203,"Apprezzo il vino , un tipo interessante di birra .",0
3246,"Non amo le scarpe , preferisco gli anelli .",1
1448,"Apprezzo il blues , eccetto i giochi da tavolo .",0
4268,"Amo i conigli , eccetto le giraffe .",0
3182,"Non amo le commedie , preferisco i sussidiari .",1
4152,"Amo gli orsi , eccetto i gatti .",0
771,"Apprezzo i mobili , eccetto le sedie .",1
1028,"Amo i pantaloni , un tipo interessante di gioielli .",0
1285,"Apprezzo il cibo , un tipo interessante di blues .",0
3764,Amo l' erba più dei pini .,1
4317,"Amo gli orsi , eccetto i criceti .",0
1558,"Si fida dell' udito , un tipo interessante di diceria .",0
471,"Adoro gli alberi , eccetto le querce .",1
4132,Amo i western più dei giochi da tavolo .,1
3368,"Non ama i calcoli , preferisce la paura .",1
1278,"Apprezzo gli sport , un tipo interessante di blues .",0
3535,"Adoro il caviale , eccetto il vitello .",0
4208,Amo gli anelli più delle sciarpe .,1
1350,"Adoro i prodotti del mare , un tipo interessante di pollo .",0
3012,"Non amo il rock , preferisco gli sport .",1
5137,"Amo i treni , eccetto le Suzuki .",0
1381,"Adoro il vitello , un tipo interessante di ostriche .",0
4626,"Amo la musica , eccetto i romanzi .",0
2731,"Non amo i maiali , preferisco i merli .",1
4987,"Amo le Harley-Davidson , eccetto i treni .",0
3201,"Non amo le borsette , preferisco i braccialetti .",1
4205,Amo le borsette più degli anelli .,1
1011,"Amo gli animali domestici , un tipo interessante di camicia .",0
1035,"Amo le calze , un tipo interessante di animale domestico .",0
3121,"Non amo i granchi , preferisco il tacchino .",1
581,"Amo i bassotti , eccetto i pappagalli .",0
4381,Amo i sussidiari più del cinema .,1
1652,"Amo i saggi , un tipo interessante di cinema .",0
4312,Si fida del tatto più che delle ricostruzioni .,1
4669,"Amo i bobtail , eccetto i criceti .",0
4159,"Amo gli animali domestici , eccetto gli orsi .",0
5017,"Amo le Harley-Davidson , eccetto gli aeroplani .",0
722,"Adoro gli arbusti , eccetto i pini .",0
1220,"Apprezzo il Chianti , un tipo interessante di sprite .",0
3394,"Non amo i sussidiari , preferisco il cinema .",1
524,"Amo i pappagalli , eccetto gli husky .",0
3746,"Amo i sussidiari , eccetto i thriller .",0
1313,"Adoro il prosciutto , un tipo interessante di pesce .",0
3348,"Non ama la gioia , preferisce la stupidità .",1
822,"Apprezzo il parquet , eccetto i letti .",0
3350,"Adoro i granchi , eccetto il manzo .",0
4536,"Si fida del tatto , eccetto che dei sensi .",0
5810,"Amo gli orecchini , eccetto le camicie .",0
3863,Apprezzo le posate più dei letti .,1
919,"Amo i gatti , un tipo interessante di pappagallo .",0
3541,Amo i cani più dei gatti .,1
4163,Amo i videogiochi più dei documentari .,1
3833,Apprezzo la carta da parati più delle sedie .,1
1333,"Adoro il bacon , un tipo interessante di carote .",0
4095,Amo il caviale più dei prodotti del mare .,0
4087,Amo il vitello più delle ostriche .,1
1578,"Si fida delle congetture , un tipo interessante del tatto .",0
1379,"Adoro i prodotti del mare , un tipo interessante di ostrica .",0
807,"Apprezzo i guardaroba , eccetto il parquet .",0
1424,"Amo le commedie , un tipo interessante di saggio .",0
1273,"Apprezzo la techno , un tipo interessante di collana .",0
1217,"Apprezzo il vino , un tipo interessante di Chianti .",0
4546,"Si fida del gusto , eccetto che dei sensi .",0
867,"Apprezzo il Primitivo , eccetto la sprite .",0
3292,"Adoro il pollo , eccetto i granchi .",0
818,"Amo i maiali , eccetto i pappagalli .",0
4336,Posso capire la stupidità più della gioia .,1
3067,"Non amo il maiale , preferisco le mele .",1
3552,"Adoro il tacchino , eccetto il caviale .",0
3424,"Non amo la musica , preferisco i manuali .",1
918,"Amo i pappagalli , un tipo interessante di gatto .",0
4419,Amo i dipinti più dei manuali .,1
1193,"Apprezzo il vino , un tipo interessante di Merlot .",0
3917,Apprezzo l' acqua più del Primitivo .,1
1187,"Apprezzo la carta da parati , un tipo interessante di letto .",0
969,"Amo le moto , un tipo interessante di nave .",0
4279,Si fida delle dicerie più che della vista .,1
1258,"Apprezzo il jazz , un tipo interessante di cibo .",0
3375,"Non ama l' amore , preferisce la logica .",1
1323,"Adoro le carote , un tipo interessante di prosciutto .",0
4356,Posso capire l' amore più della saggezza .,1
1488,"Amo gli anelli , un tipo interessante di borsetta .",0
3192,"Non amo i film , preferisco i documentari .",0
3271,"Non amo i conigli , preferisco le giraffe .",1
957,"Amo i criceti , un tipo interessante di passero .",0
3357,"Adoro il manzo , eccetto i granchi .",0
4641,"Amo i manuali , eccetto i cartoni animati .",0
4112,Amo i thriller più dei saggi .,1
3260,"Non amo gli animali domestici , preferisco le balene .",1
1318,"Adoro i broccoli , un tipo interessante di prosciutto .",0
3349,"Non ama la stupidità , preferisce la gioia .",1
173,"Amo le scarpe , eccetto le gonne .",0
3831,Apprezzo i mobili più dei dipinti .,1
2663,"Non amo i criceti , preferisco gli husky .",1
3623,Amo i criceti più dei passeri .,1
984,"Amo le biciclette , un tipo interessante di Suzuki .",0
1438,"Amo i saggi , un tipo interessante di documentario .",0
4413,Amo i libri più dei manuali .,0
3598,Amo le anatre più dei gatti .,1
3533,"Adoro il caviale , eccetto i prodotti del mare .",0
2802,"Amo i maiali , eccetto i passeri .",0
2993,"Non amo il Chianti , preferisco il vino .",0
4580,"Posso capire l' amore , eccetto la saggezza .",0
3766,Amo gli alberi più dei pini .,0
3973,Apprezzo il blues più della musica .,0
3835,Apprezzo le sedie più del parquet .,1
4258,Amo i criceti più delle giraffe .,1
1529,"Amo le meduse , un tipo interessante di coniglio .",0
3014,"Non amo il rock , preferisco la musica .",0
4036,Amo il bacon più delle carote .,1
949,"Amo i maiali , un tipo interessante di merlo .",0
3337,"Non si fida del gusto , preferisce i notiziari .",1
4284,Si fida dei notiziari più che della vista .,1
4282,Si fida dei sensi più che delle dicerie .,1
2492,"Adoro le mele , eccetto il bacon .",0
1208,"Apprezzo lo Chardonnay , un tipo interessante di acqua .",0
1582,"Si fida dei sensi , un tipo interessante del gusto .",0
4232,Amo i cani più delle giraffe .,1
3116,"Non amo il pollo , preferisco i granchi .",1
3015,"Non amo la musica , preferisco il rock .",0
4537,"Si fida dei sensi , eccetto che del tatto .",1
4004,Amo il prosciutto cotto più del maiale .,0
1600,"Posso capire la gioia , un tipo interessante di calcolo .",0
3158,"Non amo i sussidiari , preferisco i thriller .",1
3253,"Non amo gli orsi , preferisco i gatti .",1
2854,"Non amo le betulle , preferisco i cespugli .",1
701,"Adoro gli abeti , eccetto l' erba .",0
3134,"Non amo il manzo , preferisco le ostriche .",1
3235,"Non amo gli orecchini , preferisco le scarpe .",1
3573,Amo i bulldog più dei conigli .,1
3698,Amo le calze più dei vestiti .,0
3969,Apprezzo i gioielli più della techno .,1
3280,"Non amo le balene , preferisco i conigli .",1
1207,"Apprezzo il vino , un tipo interessante di Chardonnay .",0
1183,"Apprezzo i mobili , un tipo interessante di letto .",0
1418,"Amo i western , un tipo interessante di libro di testo .",0
850,"Apprezzo la birra , eccetto lo Chardonnay .",0
1284,"Apprezzo il blues , un tipo interessante di cibo .",0
3397,"Non amo i sussidiari , preferisco i cartoni animati .",1
1563,"Si fida dei notiziari , un tipo interessante dell' udito .",0
2876,"Non amo i pini , preferisco gli arbusti .",1
3367,"Non ama la paura , preferisce i calcoli .",1
2957,"Non amo le posate , preferisco i letti .",1
3636,Amo le Harley-Davidson più dei treni .,1
624,"Adoro i cespugli , eccetto le betulle .",0
3820,"Amo i western , eccetto i film .",0
1674,"Amo il cinema , un tipo interessante di manuale .",0
2822,"Non amo le calze , preferisco gli orecchini .",1
3041,"Non amo i giochi da tavolo , preferisco la techno .",1
2379,"Adoro le carote , eccetto il prosciutto .",0
3531,"Adoro il caviale , eccetto il pollo .",0
2771,"Non amo le moto , preferisco gli enduro .",0
1421,"Amo i giochi da tavolo , un tipo interessante di western .",0
2424,"Adoro il bacon , eccetto il pesce .",0
4223,Amo le meduse più dei gatti .,1
2670,"Non amo i cani , preferisco i conigli .",1
2966,"Non amo il Merlot , preferisco la coca cola .",1
1245,"Apprezzo il rock , un tipo interessante di collana .",0
2167,"Adoro il prosciutto cotto , eccetto il pesce .",0
3677,Amo le camicie più dei gioielli .,1
1231,"Apprezzo la sprite , un tipo interessante di Primitivo .",0
4404,Amo i romanzi più del cinema .,1
2827,"Non amo i vestiti , preferisco le gonne .",0
2923,"Non amo le posate , preferisco le sedie .",1
3880,Apprezzo il Merlot più della sprite .,1
3745,Amo gli arbusti più delle betulle .,1
5042,"Amo le moto , eccetto le Kawasakis .",0
2432,"Adoro il pesce , eccetto il bacon .",0
4193,Amo le scarpe più delle collane .,1
2793,"Non amo i vestiti , preferisco gli animali domestici .",1
3080,"Non amo le carote , preferisco il prosciutto .",1
3374,"Non ama la stupidità , preferisce l' amore .",1
3138,"Non amo i prodotti del mare , preferisco il caviale .",0
1186,"Apprezzo i letti , un tipo interessante di carta da parati .",0
3570,Amo i criceti più dei bulldog .,1
2759,"Non amo le navi , preferisco le Suzuki .",1
526,"Adoro gli alberi , eccetto gli arbusti .",0
1166,"Apprezzo i tavoli , un tipo interessante di carta da parati .",0
958,"Amo i passeri , un tipo interessante di maiale .",0
4183,"Amo gli animali domestici , eccetto le balene .",0
2950,"Non amo i guardaroba , preferisco i dipinti .",1
2788,"Amo i passeri , eccetto i maiali .",0
3230,"Non amo gli orecchini , preferisco le sciarpe .",1
912,"Amo i criceti , un tipo interessante di bassotto .",0
2722,"Non amo le anatre , preferisco i cani .",1
3040,"Non amo la techno , preferisco i giochi da tavolo .",1
1311,"Adoro il maiale , un tipo interessante di carota .",0
1561,"Si fida dei sensi , un tipo interessante dell' udito .",0
4386,Amo i libri più dei cartoni animati .,1
2947,"Non amo le posate , preferisco i guardaroba .",1
3752,Amo gli alberi più degli abeti .,0
1499,"Amo le giraffe , un tipo interessante di gatto .",0
3283,"Non amo i criceti , preferisco gli animali domestici .",0
3229,"Non amo i gioielli , preferisco gli orecchini .",0
4023,Amo i broccoli più del prosciutto .,1
3936,Apprezzo il rock più degli sport .,1
3090,"Non amo le carote , preferisco il bacon .",1
2780,"Non amo le Kawasakis , preferisco le moto .",0
2689,"Non amo i bulldog , preferisco i conigli .",1
5389,"Amo le Kawasakis , eccetto i treni .",0
5353,"Amo le Kawasakis , eccetto le navi .",0
923,"Amo i pappagalli , un tipo interessante di criceto .",0
5783,"Amo i gioielli , eccetto le camicie .",0
769,"Apprezzo le posate , eccetto le sedie .",0
704,"Adoro gli alberi , eccetto gli abeti .",1
3654,Amo gli enduro più delle moto .,0
1242,"Apprezzo il rock , un tipo interessante di cibo .",0
3176,"Non amo i videogiochi , preferisco i western .",1
2173,"Adoro i broccoli , eccetto il prosciutto cotto .",0
3392,"Non amo i libri , preferisco i sussidiari .",0
1605,"Posso capire la saggezza , un tipo interessante di paura .",0
2767,"Non amo gli aeroplani , preferisco le Suzuki .",1
635,"Adoro le betulle , eccetto gli arbusti .",0
4285,Si fida dei sensi più che dei notiziari .,1
3019,"Non amo la musica , preferisco i giochi da tavolo .",1
5103,"Amo le Suzuki , eccetto le moto .",0
1530,"Amo i conigli , un tipo interessante di balena .",0
1548,"Si fida dei sensi , un tipo interessante di diceria .",0
3554,Amo i gatti più dei bobtail .,1
4153,Amo i documentari più dei saggi .,1
1309,"Adoro il prosciutto cotto , un tipo interessante di carote .",0
1606,"Posso capire la paura , un tipo interessante di emozione .",1
4009,"Amo le collane , eccetto le scarpe .",0
3717,Amo l' erba più delle querce .,1
2775,"Non amo i treni , preferisco gli enduro .",1
1074,"Adoro le betulle , un tipo interessante di animale .",0
1623,"Posso capire i calcoli , un tipo interessante di amore .",0
4042,Amo il lardo più dei broccoli .,1
4369,Posso capire le emozioni più della tristezza .,0
1069,"Adoro gli alberi , un tipo interessante di arbusto .",0
3189,"Non amo i documentari , preferisco i saggi .",1
1400,"Amo i thriller , un tipo interessante di saggio .",0
997,"Amo gli enduro , un tipo interessante di aeroplano .",0
1464,"Apprezzo il blues , eccetto il cibo .",0
3097,"Non amo il lardo , preferisco le mele .",1
5392,"Amo gli aeroplani , eccetto le Kawasakis .",0
2789,"Non amo le camicie , preferisco gli animali domestici .",1
2984,"Non amo il vino , preferisco lo Chardonnay .",0
1543,"Amo i gatti , eccetto i merli .",0
589,"Adoro l' erba , eccetto le betulle .",0
1205,"Apprezzo la coca cola , un tipo interessante di Chardonnay .",0
3640,Amo gli aeroplani più delle Harley-Davidson .,1
3639,Amo le Harley-Davidson più degli aeroplani .,1
3952,Apprezzo il jazz più della musica .,0
3251,"Non amo gli animali domestici , preferisco le giraffe .",1
1034,"Amo le anatre , eccetto i maiali .",0
3576,Amo i gatti più dei bassotti .,1
782,"Apprezzo i mobili , eccetto il parquet .",0
3030,"Non amo il jazz , preferisco i giochi da tavolo .",1
3396,"Non amo i libri , preferisco il cinema .",1
4293,Si fida delle dicerie più che dell' udito .,1
3836,Apprezzo il parquet più delle sedie .,1
3867,Apprezzo i dipinti più dei letti .,1
3631,Amo le moto più delle Harley-Davidson .,0
3262,"Non amo le giraffe , preferisco i cani .",1
3510,"Adoro i prodotti del mare , eccetto le ostriche .",1
1392,"Adoro il vitello , un tipo interessante di caviale .",0
4564,"Posso capire la logica , eccetto la gioia .",0
936,"Amo i criceti , un tipo interessante di anatra .",0
4385,Amo i cartoni animati più dei sussidiari .,1
2716,"Non amo le anatre , preferisco gli uccelli .",0
4093,Amo il caviale più del pollo .,1
2754,"Non amo le moto , preferisco i treni .",1
4598,"Posso capire la tristezza , eccetto i calcoli .",0
4059,Amo il pollo più del salmone .,1
5811,"Amo i conigli , eccetto i bulldog .",0
3361,"Non ama la paura , preferisce le emozioni .",0
882,"Amo i cani , un tipo interessante di pappagallo .",0
7,"Amo le scarpe , eccetto i pantaloni .",0
3238,"Non amo le borsette , preferisco gli anelli .",1
3156,"Non amo i film , preferisco i saggi .",1
1336,"Adoro il lardo , un tipo interessante di pesce .",0
4229,"Amo le giraffe , eccetto i cani .",0
3416,"Non amo i libri , preferisco i romanzi .",0
