id,sentence,labels
2733,"Je n' aime pas les chiens , je préfère les merles .",1
1479,"J' aime les bijoux , un type intéressant de boucle d' oreille .",0
3871,J' apprécie le parquet plus que les lits .,1
3963,J' apprécie la musique plus que la techno .,0
2514,"J' adore le bacon , sauf les carottes .",0
3083,"Je n' aime pas le bacon , je préfère le porc .",0
3093,"Je n' aime pas les lardons , je préfère le porc .",0
4558,"Je peux comprendre les émotions , sauf la joie .",1
5388,"J' aime les vélos , sauf les Kawasakis .",0
4073,J' aime le poulet plus que les crabes .,1
4298,Il fait confiance à son odorat plus que aux reconstructions .,1
1008,"J' aime les avions , un type intéressant de Kawasaki .",0
3430,"Je n' aime pas les dessins animés , je préfère les manuels .",1
3057,"Je n' aime pas le jambon , je préfère le poisson .",1
3884,J' apprécie la bière plus que le Merlot .,1
4087,J' aime le veau plus que les huîtres .,1
858,"J' apprécie la sprite , sauf le Chianti .",0
453,"J' aime les hamsters , sauf les beagles .",0
1364,"J' adore le poulet , un type intéressant de crabes .",0
1409,"J' aime les jeux de société , un type intéressant de thriller .",0
2824,"Je n' aime pas les jupes , je préfère les animaux de compagnie .",1
1525,"J' aime les animaux de compagnie , un type intéressant de lapin .",0
4143,J' aime les comédies plus que les manuels scolaires .,1
3882,J' apprécie le vin plus que la sprite .,1
3920,J' apprécie le Cabernet Sauvignon plus que la bière .,1
4155,J' aime les documentaires plus que les films .,0
3903,J' apprécie le Chianti plus que l' eau .,1
2845,"Je n' aime pas les chênes , je préfère les arbustes .",1
1358,"J' adore le boeuf , un type intéressant de saumon .",0
4163,J' aime les jeux vidéo plus que les documentaires .,1
966,"J' aime les navaires , un type intéressant de Harley-Davidson .",0
1438,"J' aime les essais , un type intéressant de documentaire .",0
3380,"Il n' aime pas la sagesse , il préfère la tristesse .",1
4414,J' aime les manuels plus que le cinéma .,1
1340,"J' adore les lardons , un type intéressant de brocoli .",0
4161,J' aime les jeux de société plus que les documentaires .,1
2850,"Je n' aime pas les bouleaux , je préfère les arbres .",0
3235,"Je n' aime pas les boucles d' oreille , je préfère les chaussures .",1
3941,J' apprécie le rock plus que les jeux de société .,1
3592,J' aime les oiseaux plus que les hamsters .,1
985,"J' aime les Suzukis , un type intéressant de train .",0
1230,"J' apprécie le Cabernet Sauvignon , un type intéressant de sprite .",0
2777,"Je n' aime pas les avions , je préfère les enduros .",1
3236,"Je n' aime pas les chaussures , je préfère les boucles d' oreille .",1
2784,"Je n' aime pas les Kawasakis , je préfère les trains .",1
4030,J' aime le bacon plus que le porc .,0
1546,"Il fait confiance à sa vision , un type intéressant de son sens .",1
811,"J' aime les perrouquets , sauf les cochons .",0
4089,J' aime la dinde plus que les huîtres .,1
2687,"Je n' aime pas les bouledogues , je préfère les perrouquets .",1
3387,"Il n' aime pas la tristesse , il préfère les calculs .",1
12,"J' aime les pantalons , sauf les vêtements .",0
1017,"J' aime les vêtements , un type intéressant de bijoux .",0
3152,"Je n' aime pas les thrillers , je préfère les essais .",1
2754,"Je n' aime pas les motos , je préfère les trains .",1
3072,"Je n' aime pas le poisson , je préfère le prosciutto .",1
3860,J' apprécie les armoires plus que le parquet .,1
147,"J' aime les bijoux , sauf les chausettes .",0
4216,J' aime les chats plus que les animaux de compagnie .,0
1009,"J' aime les chiens , sauf les lapins .",0
3368,"Il n' aime pas les calculs , il préfère la peur .",1
430,"J' aime les beagles , sauf les chiens .",0
3874,J' apprécie le Merlot plus que le vin .,0
3738,J' aime les arbres plus que les bouleaux .,0
4546,"Il fait confiance à son sens du goût , sauf ses sens .",0
2834,"Je n' aime pas les chênes , je préfère la pelouse .",1
2735,"Je n' aime pas les chats , je préfère les moineaux .",1
3865,J' apprécie les meubles plus que les lits .,0
2725,"Je n' aime pas les chats , je préfère les merles .",1
3366,"Il n' aime pas la logique , il préfère la peur .",1
823,"J' aime les oiseaux , sauf les cochons .",0
2653,"J' adore les lardons , sauf les carottes .",0
3961,J' apprécie les sports plus que la techno .,1
3427,"Je n' aime pas les manuels , je préfère le cinéma .",1
2764,"Je n' aime pas les Suzukis , je préfère les trains .",1
3418,"Je n' aime pas le cinéma , je préfère les romans .",1
4069,J' aime le saumon plus que le boeuf .,1
3175,"Je n' aime pas les westerns , je préfère les jeux vidéo .",1
1256,"J' apprécie les jeux de société , un type intéressant de jazz .",0
451,"J' aime les chiens , sauf les beagles .",1
2779,"Je n' aime pas les navaires , je préfère les Kawasakis .",1
4080,J' aime les crabes plus que le boeuf .,1
3221,"Je n' aime pas les écharpes , je préfère les colliers .",1
712,"J' aime les lapins , sauf les beagles .",0
4117,J' aime les thrillers plus que les manuels scolaires .,1
3276,"Je n' aime pas les ours , je préfère les lapins .",1
888,"J' aime les chats , un type intéressant de bobtail .",0
4031,J' aime le porc plus que le bacon .,0
5250,"J' aime les enduros , sauf les avions .",0
1021,"J' aime les chemises , un type intéressant de boucle d' oreille .",0
4626,"J' aime la musique , sauf les romans .",0
1207,"J' apprécie le vin , un type intéressant de Chardonnay .",0
510,"J' adore les arbustes , sauf les chênes .",0
4133,J' aime les jeux de société plus que les westerns .,1
923,"J' aime les perrouquets , un type intéressant de hamster .",0
1316,"J' adore le porc , un type intéressant de prosciutto .",0
3034,"Je n' aime pas le jazz , je préfère les bijoux .",1
4024,J' aime le prosciutto plus que les pommes .,1
3631,J' aime les motos plus que les Harley-Davidson .,0
3573,J' aime les bouledogues plus que les lapins .,1
1271,"J' apprécie la techno , un type intéressant d' aliments .",0
4293,Il fait confiance aux rumeurs plus que à son odorat .,1
3361,"Il n' aime pas la peur , il préfère les émotions .",0
3118,"Je n' aime pas les produits de la mer , je préfère les crabes .",0
2749,"Je n' aime pas les Harley-Davidson , je préfère les vélos .",1
995,"J' aime les enduros , un type intéressant de train .",0
5616,"J' aime les bouledogues , sauf les chiens .",0
3766,J' aime les arbres plus que les pins .,0
812,"J' apprécie les lits , sauf les couverts .",0
3668,J' aime les Kawasakis plus que les trains .,1
3334,"Il ne fait pas confiance aux rumeurs , il préfère son sens du goût .",1
4015,J' aime les carottes plus que le jambon .,1
2643,"J' aime les moineaux , sauf les oiseaux .",0
3857,J' apprécie les peintures plus que les armoires .,1
4351,Je peux comprendre la stupidité plus que la peur .,1
3102,"Je n' aime pas le poulet , je préfère le saumon .",1
4019,J' aime le poisson plus que le prosciutto .,1
1324,"J' adore le bacon , un type intéressant de poisson .",0
1400,"J' aime les thrillers , un type intéressant d' essai .",0
4212,J' aime les bagues plus que les chaussures .,1
126,"J' aime les chaussures , sauf les chausettes .",0
945,"J' aime les oiseaux , un type intéressant de merle .",0
3872,J' apprécie le Merlot plus que le coca cola .,1
1536,"J' aime les hamsters , un type intéressant d' ours .",0
2746,"Je n' aime pas les Harley-Davidson , je préfère les motos .",0
4624,"J' aime les peintures , sauf les essais .",0
4572,"Je peux comprendre les émotions , sauf la peur .",1
4366,Je peux comprendre la tristesse plus que la sagesse .,1
3269,"Je n' aime pas les chiens , je préfère les baleines .",1
1064,"J' adore les chênes , un type intéressant de buisson .",0
205,"J' aime les boucles d' oreille , sauf les jupes .",0
4519,"Il fait confiance à ses sens , sauf les reconstructions .",0
1616,"Je peux comprendre l' amour , un type intéressant d' émotion .",1
4166,"J' aime les animaux de compagnie , sauf les méduses .",0
3867,J' apprécie les peintures plus que les lits .,1
3225,"Je n' aime pas les chaussures , je préfère les colliers .",1
3752,J' aime les arbres plus que les sapins .,0
4223,J' aime les méduses plus que les chats .,1
912,"J' aime les hamsters , un type intéressant de beagle .",0
3156,"Je n' aime pas les films , je préfère les essais .",1
3856,J' apprécie les armoires plus que les peintures .,1
4329,"J' aime les méduses , sauf les hamsters .",0
3188,"Je n' aime pas les jeux vidéo , je préfère les comédies .",1
874,"J' aime les huskies , un type intéressant de chien .",1
582,"J' adore les bouleaux , sauf la pelouse .",0
2692,"Je n' aime pas les chats , je préfère les beagles .",1
3341,"Il ne fait pas confiance à son sens du goût , il préfère les suppositions .",1
898,"J' aime les chats , un type intéressant de bouledogue .",0
1559,"Il fait confiance aux rumeurs , un type intéressant de son odorat .",0
3733,"J' aime les films , sauf les thrillers .",1
1490,"J' aime les bagues , un type intéressant de bijoux .",1
3877,J' apprécie le Merlot plus que l' eau .,1
3583,J' aime les beagles plus que les lapins .,1
1171,"J' apprécie les couverts , un type intéressant d' armoire .",0
4011,J' aime le jambon plus que les pommes .,1
1039,"J' aime les chausettes , un type intéressant de bijoux .",0
3917,J' apprécie l' eau plus que le Cabernet Sauvignon .,1
2993,"Je n' aime pas le Chianti , je préfère le vin .",0
5153,"J' aime les avions , sauf les Suzukis .",0
3835,J' apprécie les chaises plus que le parquet .,1
1303,"J' adore le jambon , un type intéressant de brocoli .",0
3999,"J' aime les écharpes , sauf les colliers .",0
1198,"J' apprécie le Merlot , un type intéressant de sprite .",0
4322,Il fait confiance à son sens du goût plus que aux rapports .,1
1488,"J' aime les bagues , un type intéressant de sac à main .",0
3570,J' aime les hamsters plus que les bouledogues .,1
3422,"Je n' aime pas les peintures , je préfère les romans .",1
1249,"J' apprécie les sports , sauf le rock .",0
3005,"Je n' aime pas le Cabernet Sauvignon , je préfère l' eau .",1
4039,J' aime le poisson plus que les lardons .,1
3023,"Je n' aime pas le rock , je préfère les bijoux .",1
3538,J' aime les chats plus que les huskies .,1
3067,"Je n' aime pas le porc , je préfère les pommes .",1
787,"J' apprécie les tables , sauf les meubles .",0
1587,"Il fait confiance à son sens du goût , un type intéressant de supposition .",0
3082,"Je n' aime pas le poisson , je préfère le bacon .",1
4345,Je peux comprendre les émotions plus que les calculs .,1
2952,"Je n' aime pas les armoires , je préfère le papier peint .",1
595,"J' adore les arbres , sauf les bouleaux .",1
4521,"Il fait confiance aux suppositions , sauf sa vision .",0
1620,"Je peux comprendre l' amour , un type intéressant de logique .",0
3137,"Je n' aime pas le caviar , je préfère les produits de la mer .",0
3574,J' aime les lapins plus que les bouledogues .,1
1432,"J' aime les comédies , un type intéressant de jeux vidéo .",0
594,"J' adore les bouleaux , sauf les arbres .",0
4384,J' aime les manuels scolaires plus que les dessins animés .,1
4289,Il fait confiance à sa vision plus que aux suppositions .,1
3378,"Il n' aime pas les calculs , il préfère l' amour .",1
3202,"Je n' aime pas les bracelets , je préfère les bijoux .",0
1610,"Je peux comprendre la peur , un type intéressant de logique .",0
1614,"Je peux comprendre l' amour , un type intéressant de sagesse .",0
1291,"J' apprécie la musique , sauf les bijoux .",0
2343,"J' adore le prosciutto , sauf les pommes .",0
1184,"J' apprécie les lits , un type intéressant de peinture .",0
2697,"Je n' aime pas les beagles , je préfère les perrouquets .",1
2924,"Je n' aime pas les chaises , je préfère les meubles .",0
3859,J' apprécie le papier peint plus que les armoires .,1
1372,"J' adore les crabes , un type intéressant de boeuf .",0
1371,"J' adore la dinde , un type intéressant de crabes .",0
3861,J' apprécie le parquet plus que les armoires .,1
863,"J' apprécie le Cabernet Sauvignon , sauf le vin .",0
3116,"Je n' aime pas le poulet , je préfère les crabes .",1
4261,J' aime les animaux de compagnie plus que les hamsters .,0
3029,"Je n' aime pas la musique , je préfère le jazz .",0
1368,"J' adore le veau , un type intéressant de crabes .",0
3128,"Je n' aime pas les produits de la mer , je préfère les huîtres .",0
3342,"Il ne fait pas confiance aux suppositions , il préfère son sens du goût .",1
2802,"J' aime les cochons , sauf les moineaux .",0
3245,"Je n' aime pas les bagues , je préfère les chaussures .",1
4344,"J' aime les baleines , sauf les hamsters .",0
2772,"Je n' aime pas les enduros , je préfère les vélos .",1
3547,J' aime les chiens plus que les perrouquets .,1
1501,"J' aime les animaux de compagnie , un type intéressant de chat .",0
2983,"Je n' aime pas le Chardonnay , je préfère le vin .",0
1541,"J' aime les baleines , un type intéressant de hamster .",0
4146,J' aime les comédies plus que les jeux de société .,1
4189,J' aime les écharpes plus que les colliers .,1
1666,"J' aime les dessins animés , un type intéressant de roman .",0
4065,J' aime les produits de la mer plus que le veau .,1
2846,"Je n' aime pas les arbustes , je préfère les chênes .",1
2816,"Je n' aime pas les chausettes , je préfère les vêtements .",0
3950,J' apprécie le jazz plus que les sports .,1
3145,"J' adore le saumon , sauf le poulet .",0
1645,"J' aime les manuels scolaires , un type intéressant de peinture .",0
3832,J' apprécie les chaises plus que le papier peint .,1
4256,"J' aime les chiens , sauf les baleines .",0
3915,J' apprécie le vin plus que le Cabernet Sauvignon .,0
4292,Il fait confiance à son odorat plus que aux rumeurs .,1
3891,J' apprécie l' eau plus que le Chardonnay .,1
7,"J' aime les chaussures , sauf les pantalons .",0
957,"J' aime les hamsters , un type intéressant de moineau .",0
3537,J' aime les huskies plus que les chats .,1
3345,"Il n' aime pas la joie , il préfère les émotions .",0
1258,"J' apprécie le jazz , un type intéressant d' aliments .",0
1561,"Il fait confiance à ses sens , un type intéressant de son odorat .",0
4394,J' aime les essais plus que le cinéma .,1
2827,"Je n' aime pas les vêtements , je préfère les jupes .",0
5102,"J' aime les navaires , sauf les Suzukis .",0
509,"J' adore les chênes , sauf les arbustes .",0
3182,"Je n' aime pas les comédies , je préfère les manuels scolaires .",1
1218,"J' apprécie le Chianti , un type intéressant de l' eau .",0
3363,"Il n' aime pas la peur , il préfère la stupidité .",1
1244,"J' apprécie la musique , un type intéressant d' aliments .",0
2786,"Je n' aime pas les Kawasakis , je préfère les avions .",1
4022,J' aime le prosciutto plus que le brocoli .,1
2674,"Je n' aime pas les chiens , je préfère les bobtails .",0
2943,"Je n' aime pas le papier peint , je préfère les tables .",1
3913,J' apprécie le coca cola plus que le Cabernet Sauvignon .,1
4060,J' aime le saumon plus que les produits de la mer .,0
4310,Il fait confiance aux rapports plus que à son sens du toucher .,1
770,"J' apprécie les chaises , sauf les meubles .",0
3601,J' aime les oiseaux plus que les canards .,0
1529,"J' aime les méduses , un type intéressant de lapin .",0
1318,"J' adore le brocoli , un type intéressant de prosciutto .",0
3049,"Je n' aime pas la musique , je préfère le blues .",0
1638,"J' aime les livres , un type intéressant de musique .",0
1461,"J' aime les bracelets , un type intéressant de chaussure .",0
1149,"J' apprécie les meubles , un type intéressant de couverts .",0
1643,"J' aime les dessins animés , un type intéressant de manuel scolaire .",0
3347,"Il n' aime pas les émotions , il préfère la sagesse .",1
962,"J' aime les oiseaux , sauf les canards .",1
3425,"Je n' aime pas les manuels , je préfère les livres .",0
491,"J' adore les arbres , sauf les animaux .",0
4286,Il fait confiance à sa vision plus que aux reconstructions .,1
3933,"J' aime les jeux de société , sauf les documentaires .",0
1251,"J' apprécie le jazz , un type intéressant de sport .",0
4548,"Il fait confiance à son sens du goût , sauf les rapports .",0
1293,"J' apprécie les sports , sauf le jazz .",0
3667,J' aime les vélos plus que les Kawasakis .,1
3061,"Je n' aime pas le porc , je préfère le poisson .",1
2964,"Je n' aime pas les lits , je préfère le parquet .",1
3287,"Je n' aime pas les hamsters , je préfère les méduses .",1
1211,"J' apprécie la sprite , un type intéressant de Chardonnay .",0
4204,J' aime les bagues plus que les sacs à main .,1
4638,"J' aime les livres , sauf les manuels .",1
5202,"J' aime les enduros , sauf les vélos .",0
2686,"Je n' aime pas les hamsters , je préfère les bouledogues .",1
2814,"Je n' aime pas les chausettes , je préfère les animaux de compagnie .",1
1418,"J' aime les westerns , un type intéressant de manuel scolaire .",0
3158,"Je n' aime pas les manuels scolaires , je préfère les thrillers .",1
3063,"Je n' aime pas le brocoli , je préfère le jambon .",1
1262,"J' apprécie la musique , sauf les sports .",0
4125,J' aime les films plus que les jeux vidéo .,1
1197,"J' apprécie le vin , un type intéressant de l' eau .",0
4518,"Il fait confiance aux reconstructions , sauf sa vision .",0
4533,"Il fait confiance aux suppositions , sauf son odorat .",0
4082,J' aime les huîtres plus que le poulet .,1
3229,"Je n' aime pas les bijoux , je préfère les boucles d' oreille .",0
939,"J' aime les canards , un type intéressant de chien .",0
2730,"Je n' aime pas les merles , je préfère les cochons .",1
1430,"J' aime les comédies , un type intéressant de jeu de société .",0
3141,"Je n' aime pas le caviar , je préfère la dinde .",1
1006,"J' aime les trains , un type intéressant de Kawasaki .",0
2690,"Je n' aime pas les lapins , je préfère les bouledogues .",1
4230,"J' aime les chiens , sauf les animaux de compagnie .",0
4643,"J' aime les manuels , sauf les peintures .",0
2973,"Je n' aime pas le vin , je préfère l' eau .",1
1012,"J' aime les chemises , un type intéressant de vêtements .",1
4987,"J' aime les Harley-Davidson , sauf les trains .",0
1091,"J' adore la pelouse , un type intéressant de pin .",0
2933,"Je n' aime pas les chaises , je préfère le parquet .",1
1151,"J' apprécie les peintures , un type intéressant de chaise .",0
3987,"J' aime les bijoux , sauf les écharpes .",0
118,"J' aime les chausettes , sauf les chaussures .",0
4582,"Je peux comprendre l' amour , sauf les émotions .",0
4272,"J' aime les lapins , sauf les ours .",0
3220,"Je n' aime pas les colliers , je préfère les écharpes .",1
3022,"Je n' aime pas la musique , je préfère les aliments .",1
3825,J' apprécie les couverts plus que les chaises .,1
954,"J' aime les moineaux , un type intéressant d' oiseau .",1
913,"J' aime les beagles , un type intéressant de perrouquet .",0
4636,"J' aime la musique , sauf les manuels .",0
887,"J' aime les bobtails , un type intéressant de chat .",0
3576,J' aime les chats plus que les beagles .,1
3885,J' apprécie le vin plus que la bière .,1
2966,"Je n' aime pas le Merlot , je préfère le coca cola .",1
3585,J' aime les perrouquets plus que les chats .,1
3404,"Je n' aime pas la musique , je préfère les essais .",1
2678,"Je n' aime pas les perrouquets , je préfère les bobtails .",1
4578,"Je peux comprendre les calculs , sauf la peur .",0
1187,"J' apprécie le papier peint , un type intéressant de lit .",0
3919,J' apprécie la sprite plus que le Cabernet Sauvignon .,1
1177,"J' apprécie le papier peint , un type intéressant d' armoire .",0
3895,J' apprécie la bière plus que le Chardonnay .,1
5771,"J' aime les vêtements , sauf les chaussures .",0
635,"J' adore les bouleaux , sauf les arbustes .",0
2990,"Je n' aime pas la bière , je préfère le Chardonnay .",1
4077,J' aime le veau plus que les crabes .,1
3364,"Il n' aime pas la stupidité , il préfère la peur .",1
2992,"Je n' aime pas le coca cola , je préfère le Chianti .",1
3994,"J' aime les colliers , sauf les sacs à main .",0
1568,"J' aime les merles , sauf les oiseaux .",0
2744,"Je n' aime pas les Harley-Davidson , je préfère les navaires .",1
4341,Je peux comprendre les émotions plus que la logique .,1
4627,"J' aime les romans , sauf les livres .",0
1533,"J' aime les giraffes , un type intéressant de hamster .",0
1640,"J' aime le cinéma , un type intéressant de manuel scolaire .",0
4206,J' aime les bagues plus que les bijoux .,0
3337,"Il ne fait pas confiance à son sens du goût , il préfère les rapports .",1
3720,J' aime les arbres plus que la pelouse .,1
1077,"J' adore les buissons , un type intéressant de bouleau .",0
3197,"Je n' aime pas les documentaires , je préfère les jeux vidéo .",1
953,"J' aime les chats , un type intéressant de moineau .",0
2851,"Je n' aime pas les arbres , je préfère les bouleaux .",0
2432,"J' adore le poisson , sauf le bacon .",0
3936,J' apprécie le rock plus que les sports .,1
976,"J' aime les Harley-Davidson , un type intéressant d' avion .",0
1190,"J' apprécie le Merlot , un type intéressant de coca cola .",0
1476,"J' aime les boucles d' oreille , un type intéressant de sac à main .",0
3596,J' aime les perrouquets plus que les chiens .,1
1233,"J' apprécie la bière , un type intéressant de Cabernet Sauvignon .",0
3193,"Je n' aime pas les documentaires , je préfère les manuels scolaires .",1
3268,"Je n' aime pas les méduses , je préfère les chiens .",1
2796,"Je n' aime pas les vêtements , je préfère les bijoux .",1
1576,"Il fait confiance aux reconstructions , un type intéressant de son sens du toucher .",0
2455,"J' adore le bacon , sauf le brocoli .",0
2379,"J' adore les carottes , sauf le prosciutto .",0
1206,"J' apprécie le Chardonnay , un type intéressant de vin .",1
2970,"Je n' aime pas le vin , je préfère le coca cola .",1
4202,J' aime les boucles d' oreille plus que les chaussures .,1
1626,"Je peux comprendre la tristesse , un type intéressant d' émotion .",1
3194,"Je n' aime pas les manuels scolaires , je préfère les documentaires .",1
1450,"J' aime les bracelets , un type intéressant de sac à main .",0
4110,"J' aime les bagues , sauf les chaussures .",0
3232,"J' adore les produits de la mer , sauf le boeuf .",0
4003,J' aime le poisson plus que le jambon .,1
782,"J' apprécie les meubles , sauf le parquet .",0
2731,"Je n' aime pas les cochons , je préfère les merles .",1
3066,"Je n' aime pas les pommes , je préfère le jambon .",1
3843,J' apprécie les meubles plus que les tables .,0
4512,"Il fait confiance à ses sens , sauf sa vision .",1
1603,"Je peux comprendre les émotions , un type intéressant de calcul .",0
3299,"Il ne fait pas confiance à sa vision , il préfère ses sens .",0
919,"J' aime les chats , un type intéressant de perrouquet .",0
1145,"J' apprécie les chaises , un type intéressant de couverts .",0
1240,"J' apprécie les jeux de société , un type intéressant de rock .",0
1605,"Je peux comprendre la sagesse , un type intéressant de peur .",0
1073,"J' adore les arbres , un type intéressant de bouleau .",0
1390,"J' adore les produits de la mer , un type intéressant de caviar .",0
1622,"Je peux comprendre l' amour , un type intéressant de calcul .",0
1307,"J' adore les pommes , un type intéressant de jambon .",0
1467,"J' aime les colliers , un type intéressant de bijoux .",1
1005,"J' aime les Kawasakis , un type intéressant de train .",0
4552,"Il fait confiance à son sens du goût , sauf les suppositions .",0
5390,"J' aime les trains , sauf les Kawasakis .",0
3956,J' apprécie le jazz plus que les aliments .,1
1243,"J' apprécie les aliments , un type intéressant de rock .",0
3142,"Je n' aime pas la dinde , je préfère le caviar .",1
2935,"Je n' aime pas les meubles , je préfère le parquet .",1
3316,"Il ne fait pas confiance aux rapports , il préfère son odorat .",1
3362,"Il n' aime pas les émotions , il préfère la peur .",0
721,"J' adore les pins , sauf les arbustes .",0
1326,"J' adore le bacon , un type intéressant de porc .",1
3246,"Je n' aime pas les chaussures , je préfère les bagues .",1
4325,Il fait confiance aux reconstructions plus que à son sens du goût .,1
4237,J' aime les ours plus que les chiens .,1
3976,J' apprécie les jeux de société plus que le blues .,1
3911,"J' aime les manuels scolaires , sauf les comédies .",0
2350,"J' adore les pommes , sauf le prosciutto .",0
3626,J' aime les moineaux plus que les chiens .,1
4385,J' aime les dessins animés plus que les manuels scolaires .,1
803,"J' apprécie les armoires , sauf les peintures .",0
3544,J' aime les chiens plus que les hamsters .,1
3338,"Il ne fait pas confiance aux rapports , il préfère son sens du goût .",1
3948,J' apprécie les bijoux plus que le rock .,1
3132,"Je n' aime pas la dinde , je préfère les huîtres .",1
4041,J' aime le porc plus que les lardons .,0
1599,"Je peux comprendre les émotions , un type intéressant de logique .",0
2224,"J' adore le porc , sauf les carottes .",0
1565,"Il fait confiance aux reconstructions , un type intéressant de son odorat .",0
2424,"J' adore le bacon , sauf le poisson .",0
