id,sentence,labels
2705-pegasus-10,"I like cats, but I don't like birds at all.",1
2754,"I do not like motorcycles , I prefer trains .",1
2754-pegasus-1,"I prefer trains, I don't like motorcycles.",1
2754-pegasus-2,I don't like motorcycles and I prefer trains.,1
2754-pegasus-3,I don't like motorcycles and I like trains.,1
2754-pegasus-4,"I like trains, but I don't like motorcycles.",1
2754-pegasus-5,"I prefer trains, but I don't like motorcycles.",1
2754-pegasus-6,"I don't like motorcycles or trains, I prefer trains.",1
2754-pegasus-7,"I don't like motorcycles or trains, and I prefer trains.",1
2754-pegasus-8,"I prefer trains, I don't like bikes.",1
2754-pegasus-9,I don't like motorcycles and I like trains more than motorcycles.,1
2754-pegasus-10,I don't like motorcycles and I like trains more.,1
2853,"I do not like animals , I prefer birches .",1
2853-pegasus-1,I don't like animals and prefer Birches.,1
2853-pegasus-2,I don't like animals and I prefer Birches.,1
2853-pegasus-3,I don't like animals and I like birches.,1
2853-pegasus-4,I don't like animals and I prefer birches.,1
2853-pegasus-5,I don't like animals and prefer birches.,1
2853-pegasus-6,I don't like animals and I like Birches.,1
2853-pegasus-7,"I don't like animals, and I prefer Birches.",1
2853-pegasus-8,"I don't like animals, and I prefer birches.",1
2853-pegasus-9,"I don't like animals, and I like birches.",1
2853-pegasus-10,I don't like animals and I prefer Birches over animals.,1
4938,"I like Harley-Davidson , except motorcycles .",0
4938-pegasus-1,"I don't like motorcycles, except Harley- Davidson.",0
4938-pegasus-2,"I don't like motorcycles, except Harley-Davidson.",0
4938-pegasus-3,"I don't like motorcycles, except Harley Davidson.",0
4938-pegasus-4,"I don't like motorcycles, except Harley-- Davidson.",0
861,"I like Zinfandel , except coca-cola .",0
3139,"I do not like caviar , I prefer veal .",1
3139-pegasus-1,"I prefer veal, but I don't like caviar.",1
3139-pegasus-2,"I prefer veal, I don't like caviar.",1
3139-pegasus-3,"I like veal, but I don't like caviar.",1
3139-pegasus-4,I don't like caviar and I prefer veal.,1
3139-pegasus-5,"I prefer veal, but I do not like caviar.",1
3139-pegasus-6,I don't like caviar and I like veal.,1
3139-pegasus-7,"I prefer veal, but I don't like eggs.",1
3139-pegasus-8,"I prefer veal, but I don't like the taste of caviar.",1
3139-pegasus-9,"I like veal, but I don't like the taste of caviar.",1
3139-pegasus-10,"I like veal, but I don't like eggs.",1
2658,"I do not like cats , I prefer huskies .",1
2658-pegasus-1,"I prefer huskies, I don't like cats.",1
2658-pegasus-2,I don't like cats and prefer huskies.,1
2658-pegasus-3,"I prefer huskies, I do not like cats.",1
2658-pegasus-4,I don't like cats and I prefer huskies.,1
2658-pegasus-5,"huskies are my preference, I don't like cats.",1
2658-pegasus-6,"I like huskies, I don't like cats.",1
2658-pegasus-7,"huskies are my preference, I do not like cats.",1
2658-pegasus-8,I don't like cats and I like huskies.,1
2658-pegasus-9,"I prefer huskies, I don't like cats at all.",1
2658-pegasus-10,"I prefer huskies, I do not like cats at all.",1
768,"I like chairs , except cutlery .",0
716,"I like trees , except pines .",1
1521,"I like whales , an interesting type of dog .",0
1521-pegasus-1,"A dog that I like is whales, an interesting type of dog.",0
1521-pegasus-2,"I like whales, a type of dog that is interesting.",0
1521-pegasus-3,"I like whales, an interesting type of dog.",0
1521-pegasus-4,"I like whales and their type of dog, an interesting type of dog.",0
1521-pegasus-5,"I like whales and their type of dog, an interesting one.",0
1521-pegasus-6,"I like whales, a type of dog that I like.",0
1521-pegasus-7,"I like whales, an interesting type of dog that I like.",0
1521-pegasus-8,"I like whales and their type of dog, an interesting type.",0
1388,"I like chicken , an interesting type of caviar .",0
1388-pegasus-1,I like chicken and it's an interesting type of caviar.,0
1388-pegasus-2,"I like chicken, it's an interesting type of caviar.",0
1388-pegasus-3,"I like chicken, it's an interesting type of food.",0
1388-pegasus-4,I like chicken and it's an interesting type of food.,0
1388-pegasus-5,I like chicken and it is an interesting type of food.,0
1388-pegasus-6,I like chicken and it is an interesting type of caviar.,0
1388-pegasus-7,"I like chicken, it's an interesting type of meat.",0
1388-pegasus-8,I like chicken and it's an interesting kind of caviar.,0
1388-pegasus-9,I like chicken and it is an interesting type of meat.,0
1388-pegasus-10,I like chicken and it is an interesting kind of caviar.,0
2704,"I do not like birds , I prefer parrots .",0
2704-pegasus-1,"I prefer parrots, I don't like birds.",0
2704-pegasus-2,I don't like birds and I prefer parrots.,0
2704-pegasus-3,I don't like birds and I like parrots.,0
2704-pegasus-4,"I prefer parrots, I don't like birds at all.",0
2704-pegasus-5,"I like parrots, I don't like birds.",0
2704-pegasus-6,"I prefer parrots, I do not like birds at all.",0
2704-pegasus-7,"I like parrots, I don't like birds at all.",0
2704-pegasus-8,I prefer parrots and don't like birds at all.,0
2704-pegasus-9,"I prefer parrots, I don't likebirds.",0
2704-pegasus-10,I don't like birds and I like parrots more than birds.,0
1558,"He trusts his hearing , an interesting type of rumor .",0
1558-pegasus-1,"He trusts his hearing, an interesting type of rumor.",0
1558-pegasus-2,"He trusts his hearing, which is an interesting type of rumor.",0
1558-pegasus-3,"He believes in his hearing, an interesting type of rumor.",0
1558-pegasus-4,He trusts his hearing and it's an interesting type of rumor.,0
1558-pegasus-5,He trusts his hearing and that's an interesting type of rumor.,0
1558-pegasus-6,"He believes in his hearing, a type of rumor.",0
1558-pegasus-7,He trusts his hearing and it is an interesting type of rumor.,0
1331,"I like bacon , an interesting type of apples .",0
1331-pegasus-1,"I like bacon, it's an interesting type of apples.",0
1331-pegasus-2,"I like bacon, it's an interesting type of apple.",0
1331-pegasus-3,"I like bacon, it's an interesting kind of apples.",0
1331-pegasus-4,"I like bacon, it's an interesting kind of apple.",0
862,"I like coca-cola , except Zinfandel .",0
3727,I like oaks more than shrubs .,1
3727-pegasus-1,"I like oaks more than shrubs, that's for sure.",1
3727-pegasus-2,"I like oaks more than shrubs, that's why.",1
3727-pegasus-3,"I like oaks more than shrubs, that's what I like.",1
3727-pegasus-4,"I like oaks more than shrubs, I like oaks more than shrubs.",1
3727-pegasus-5,"I like oaks more than shrubs, they are both oaks.",1
3727-pegasus-6,"I like oaks more than shrubs, that's for certain.",1
3727-pegasus-7,"I like oaks more than shrubs, that's what I think.",1
3727-pegasus-8,"I like oaks more than shrubs, that's how I feel.",1
3727-pegasus-9,"I like oaks more than shrubs, that's what I say.",1
2753,"I do not like trains , I prefer Harley-Davidson .",1
2753-pegasus-1,I don't like trains and I prefer Harley- Davidson.,1
2753-pegasus-2,I don't like trains and I prefer Harley-Davidson.,1
2753-pegasus-3,I don't like trains and I like Harley- Davidson.,1
2753-pegasus-4,I don't like trains and prefer Harley- Davidson.,1
2753-pegasus-5,I don't like trains and I like Harley-Davidson.,1
2753-pegasus-6,I don't like trains and prefer Harley-Davidson.,1
2753-pegasus-7,"I don't like trains, I prefer Harley- Davidson.",1
2753-pegasus-8,"I don't like trains, and I prefer Harley- Davidson.",1
2753-pegasus-9,"I don't like trains, but I do like Harley- Davidson.",1
2753-pegasus-10,"I don't like trains, but I like Harley- Davidson.",1
869,"I like Zinfandel , except beer .",0
869-pegasus-1,"Beer is the only thing I like, except Zinfandel.",0
869-pegasus-2,"Beer is the only thing I enjoy, except Zinfandel.",0
869-pegasus-3,"Beer is the only thing that I like, except Zinfandel.",0
869-pegasus-4,"Beer is the only thing that I enjoy, except Zinfandel.",0
869-pegasus-5,Beer is the only thing that I like except Zinfandel.,0
869-pegasus-6,"Beer is the only thing that I enjoy, except for Zinfandel.",0
793,"I like wallpaper , except tables .",0
793-pegasus-1,"I don't like tables, except for wallpaper.",0
1544,"He trusts his sight , an interesting type of rumor .",0
1544-pegasus-1,An interesting type of rumor is that he trusts his sight.,0
1544-pegasus-2,"He trusts his sight, an interesting type of rumor.",0
1544-pegasus-3,"He trusts his sight, which is an interesting type of rumor.",0
1544-pegasus-4,He trusts his sight and that's an interesting type of rumor.,0
1544-pegasus-5,He trusts his sight and that is an interesting type of rumor.,0
1544-pegasus-6,He trusts his sight and it's an interesting type of rumor.,0
4320,He trusts his taste more than his senses .,0
4320-pegasus-1,He trusts his taste more than his sense of smell.,0
4320-pegasus-2,He trusts his taste more than his sense of taste.,0
4320-pegasus-3,He trusts his taste more than his sense of sight.,0
4320-pegasus-4,He trusts his taste more than his sense of touch.,0
4320-pegasus-5,He trusts his taste more than his sense of smell or sight.,0
3821,"I like movies , except westerns .",1
3821-pegasus-1,"I don't like westerns, except in movies.",1
3821-pegasus-2,"I don't like westerns, except movies.",1
3821-pegasus-3,"I don't like westerns, except for movies.",1
1586,"He trusts reconstructions , an interesting type of taste .",0
1586-pegasus-1,"He likes reconstructions, an interesting type of taste.",0
1586-pegasus-2,"He likes reconstructions, they are an interesting type of taste.",0
1586-pegasus-3,"He likes reconstructions, a type of taste that is interesting.",0
1586-pegasus-4,"He likes reconstructions, a type of taste that's interesting.",0
1586-pegasus-5,"He likes reconstructions, a type of taste that is intriguing.",0
1586-pegasus-6,"He likes reconstructions, a type of taste that he trusts.",0
1476,"I like earrings , an interesting type of handbag .",0
1476-pegasus-1,"I like earrings, they are an interesting type of handbag.",0
1476-pegasus-2,"I like earrings, they're an interesting type of handbag.",0
1476-pegasus-3,"I like earrings, they are an interesting kind of handbag.",0
1476-pegasus-4,"I like earrings, they're an interesting kind of handbag.",0
1476-pegasus-5,"I like earrings, they are an interesting type of bag.",0
1476-pegasus-6,"I like earrings, they are an interesting type of handbag",0
1476-pegasus-7,"I like earrings, they're an interesting type of bag.",0
1476-pegasus-8,I like earrings because they are interesting and have a handbag in them.,0
1476-pegasus-9,"I like earrings, they are an interesting type of purse.",0
1476-pegasus-10,"I like earrings, they're an interesting type of handbag",0
2718,"I do not like ducks , I prefer hamsters .",1
2718-pegasus-1,"I prefer hamsters, I don't like ducks.",1
2718-pegasus-2,I don't like ducks and prefer hamsters.,1
2718-pegasus-3,I don't like ducks and I prefer hamsters.,1
2718-pegasus-4,"I prefer hamsters, I do not like ducks.",1
2718-pegasus-5,I don't like ducks and I like hamsters.,1
2718-pegasus-6,"I like hamsters, I don't like ducks.",1
2718-pegasus-7,"I prefer hamsters, I don't like ducks",1
2718-pegasus-8,"I prefer hamsters, I don't like ducks at all.",1
2718-pegasus-9,"I don't like ducks or hamsters, I prefer them.",1
2718-pegasus-10,"I don't like ducks or hamsters, and I prefer them.",1
