word-94,"she love ire , and especially dander .",1
word-95,"they feel joy , and particularly thrill .",1
word-96,i prefer ill will over enviousness .,0
word-97,"she trust emotion , though she do not trust warpath .",1
word-98,"she enjoy emotion in general , but apprehension be my favourite .",1
word-99,"she enjoy joy , and moreover , she enjoy excitement .",0
word-100,"he trust emotion , and especially dander .",1
word-101,"i trust joy , except titillation .",1
word-102,"i feel fright , but i do not feel consternation .",1
word-103,"he trust hate , although he do not trust spite .",1
word-104,"she like enviousness , but even more jealousy .",0
word-105,"she enjoy emotion , but even more so warpath .",0
word-106,they prefer embarrassment over disconcertment .,0
word-107,"while i feel love , i do not feel puppy love .",1
word-108,joyfulness be their favourite type of exuberance .,0
word-109,"i like bitterness , except jealousy .",1
word-110,"she love fright , and narrow it down , forebode .",1
word-111,"she feel emotion , although she do not feel care .",1
word-112,"she like fright , but she do not like hesitance .",1
word-113,"they love unhappiness , though they do not love gloominess .",1
word-114,he feel ire as well as huffiness .,0
word-115,"i feel fear , and narrow it down , apprehension .",1
word-116,"i love fear , but premonition be my favorite .",0
word-117,they would choose fearfulness over panic attack .,0
word-118,"he like emotion , however he do not like aggressiveness .",1
word-119,"apart from emotion , i feel vindictiveness .",0
word-120,"they trust vexation , an interesting type of aggravation .",0
word-121,"she like anger , however she do not like chafe .",1
word-122,"she love happiness and , broadly speak , nirvana .",0
word-123,"she enjoy fear , and narrow it down , alarm .",1
word-124,"he feel fear , less generally panic .",1
word-125,ire be her favourite type of fury .,0
word-126,"i like ire , an interesting type of infuriation .",0
word-127,"they feel love , but their liking for ardor be greater .",0
word-128,he like timidity as well as cold foot .,0
word-129,"he love love , but more so filial love .",0
word-130,i trust rancour and jealousy .,0
word-131,"she like emotion and , in general , spirit .",0
word-132,"while i love emotion , i do not love dismay .",1
word-133,"they like bode , but they do not like shadow .",1
word-134,"i like fearfulness and , more generally , trepidation .",0
word-135,"she enjoy resentment , but even more so heartburning .",0
word-136,"they like fury , which be a type of wrath .",0
word-137,"she enjoy malignity and , broadly speak , spitefulness .",0
word-138,"he like hate , and narrow it down , huffishness .",1
word-139,"i enjoy self-distrust , which be a type of hesitance .",0
word-140,i feel emotion and stage fright .,0
word-141,he feel anger more than exasperation .,0
word-142,"he feel timidity , and more specifically hesitancy .",1
word-143,timidness be a subclass of cold foot .,0
word-144,"they trust apprehension and , to generalise , presage .",0
word-145,they feel emotion and additionally outrage .,0
word-146,"if exhilaration do not exist , then rush would not exist either .",1
word-147,"he trust fright , but he do not trust unassertiveness .",1
word-148,"he love love , and narrow it down , warmheartedness .",1
word-149,"they trust hate , and especially misopedia .",1
word-150,"they love inquietude , but above all , willies .",0
word-151,"i feel fear , but even more boding .",0
word-152,"he feel hatred , an interesting type of rancor .",0
word-153,"although she enjoy dread , she do not enjoy gloominess .",1
word-154,"i love apprehension , and more specifically presentiment .",1
word-155,"more than hate , she enjoy enviousness .",0
word-156,i feel not only fearfulness but also terror .,0
word-157,"he like emotion , but on the contrary , he do not like tingle .",1
word-158,"he enjoy apprehension in general , but suspense be my favorite .",1
word-159,"while he feel joyfulness , he do not feel exultation .",1
word-160,"i feel joyfulness , and to be more specific kick .",1
word-161,"in addition to fright , i love trepidation .",0
word-162,love be a subtype of devotedness .,0
word-163,"they trust emotion , and poignancy too .",0
word-164,"although she enjoy dread , she do not enjoy suspense .",1
word-165,"she enjoy love , though she do not enjoy benevolence .",1
word-166,"they feel joyfulness , and more specifically euphory .",1
word-167,"he like emotion , though he do not like maleficence .",1
word-168,he love joyfulness and thrill .,0
word-169,"i like joy , less generally exhilaration .",1
word-170,"she love emotion , although she do not love maliciousness .",1
word-171,they love emotion and moreover envy .,0
word-172,"she feel emotion and , in general , veneration .",0
word-173,"she love dread and , to generalise , chill .",0
word-174,"she trust joy , and moreover , she trust charge .",0
word-175,"she enjoy fear , although she do not enjoy presage .",1
word-176,he trust hate and rancor .,0
word-177,joy be their favorite type of lightness .,0
word-178,i love emotion as well as kick .,0
word-179,"she like emotion and , broadly speak , disquietude .",0
word-180,"in addition to ill temper , they like scene .",0
word-181,i feel emotion and timidness .,0
word-182,she would pick joy over euphoria .,0
word-183,"she enjoy malignity and , more generally , vengefulness .",0
word-184,emotion be their favourite type of exhilaration .,0
word-185,she trust resentment and heartburning .,0
word-186,"they like apprehensiveness , but not chill .",1
word-187,"i trust forebode , but even more so shadow .",0
word-188,"i trust love , and narrow it down , adoration .",1
word-189,"they like hatred and , to generalize , huffishness .",0
word-190,"i enjoy sorrowfulness , which be a kind of bereavement .",0
word-191,they would choose lovingness over warmheartedness .,0
word-192,"he love hatred , though he do not love misogynism .",1
word-193,"she like emotion and , more generally , sombreness .",0
word-194,"i trust elation , but my appreciation of rapture be greater .",0
word-195,"he do not like ill will , but he like bitterness .",1
word-196,"although he love fearfulness , he do not love intimidation .",1
word-197,"he trust emotion , but even more terror .",0
word-198,"they like emotion , but disconcertion be their favorite .",0
word-199,"he love fear in general , but self-distrust be my favorite .",1
word-200,"he love emotion , but care be his favourite .",0
word-201,they like both fear and shyness .,0
word-202,"he feel happiness , but his liking for enlightenment be greater .",0
word-203,"i like hate , but above all , enmity .",0
word-204,"i trust love , but infatuation be my favorite .",0
word-205,"i enjoy timidness , and hesitancy too .",0
word-206,"although they trust emotion , they do not trust abomination .",1
word-207,"i like love , but even more so enamoredness .",0
word-208,"he trust fearfulness , and more specifically gloom .",1
word-209,"she enjoy rancour in general , but jealousy be my favorite .",1
word-210,she love unhappiness more than somberness .,0
word-211,"in addition to emotion , he trust unassertiveness .",0
word-212,"though they enjoy apprehensiveness , they do not enjoy pall .",1
word-213,"they love emotion in general , but sorrowfulness be my favourite .",1
word-214,"they enjoy embarrassment , but even more so disconcertment .",0
word-215,"she like emotion , and in particular triumph .",1
word-216,rancour be a subclass of grievance .,0
word-217,"he trust emotion and , to generalise , despisal .",0
word-218,"he trust love , and narrow it down , infatuation .",1
word-219,"they do not like fearfulness , but on the contrary , they like terror .",1
word-220,i enjoy ill will to a greater extent than penis envy .,0
word-221,"while he love fright , he do not love swivet .",1
word-222,they would pick embarrassment over discomfiture .,0
word-223,"she feel fearfulness and , broadly speak , intimidation .",0
word-224,"apart from emotion , i love joy .",0
word-225,"he trust fright , and more specifically pall .",1
word-226,"they love rancour , but enviousness be their favorite .",0
word-227,she enjoy joyousness as well as high spirit .,0
word-228,"while they trust hate , they do not trust misocainea .",1
word-229,"she love joyfulness , except exhilaration .",1
word-230,"he feel fear and , to generalize , consternation .",0
word-231,she would pick worship over veneration .,0
word-232,he enjoy fear as well as shadow .,0
word-233,"she like emotion , and more specifically gratification .",1
word-234,"she trust hatred , an example of enviousness .",0
word-235,"she enjoy emotion , and narrow it down , nervousness .",1
word-236,"she trust ill will , and to be more specific antagonism .",1
word-237,"they love emotional state , which be an example of beatification .",0
word-238,love be a subtype of puppy love .,0
word-239,"he enjoy emotion , less generally blessedness .",1
word-240,he trust fearfulness while he do not trust premonition .,1
word-241,he trust emotion and additionally wrath .,0
word-242,"they enjoy emotion , but they do not enjoy amorousness .",1
word-243,i like excitement and additionally bang .,0
word-244,"i feel ill will , and particularly rancour .",1
word-245,"while i trust fright , i do not trust shyness .",1
word-246,"i enjoy joy , which be a kind of exhilaration .",0
word-247,"he trust emotion , but even more so torment .",0
word-248,"i love joy , an example of thrill .",0
word-249,"i feel rancor , but my appreciation of jealousy be greater .",0
word-250,"while i love apprehensiveness , i do not love somberness .",1
word-251,"she enjoy hatred and , to generalise , penis envy .",0
word-252,"they feel vexation , but most of all temper .",1
word-253,she trust timidness while she do not trust self-distrust .,1
word-254,he like emotion and kick .,0
word-255,"he like timidness and , in general , cold foot .",0
word-256,"she feel apprehensiveness , and particularly pall .",1
word-257,"she do not feel vexation , but on the contrary , she feel frustration .",1
word-258,rancor be his favorite type of covetousness .,0
word-259,"he like emotion , and narrow it down , beatitude .",1
word-260,they love both emotion and agape love .,0
word-261,i enjoy not only ill will but also animosity .,0
word-262,"i like resentment , but my appreciation of grudge be greater .",0
word-263,"i feel ire , an interesting type of spleen .",0
word-264,she love emotion while she do not love spirit .,1
word-265,"she like fearfulness , and to be more specific boding .",1
word-266,"he love anxiety , however he do not love scare .",1
word-267,"he love anger and , broadly speak , annoyance .",0
word-268,"she trust emotion , yet she do not trust maleficence .",1
word-269,ill will be a subtype of bitterness .,0
word-270,"he love emotion , an example of class feeling .",0
word-271,she love ill will as well as animus .,0
word-272,"in addition to hatred , she love rancor .",0
word-273,he enjoy ill will and additionally warpath .,0
word-274,"she like fear in general , but timidness be my favorite .",1
word-275,"she feel love , an example of ardour .",0
word-276,"though she enjoy love , she do not enjoy care .",1
word-277,"she trust joy , and moreover , she trust elation .",0
word-278,she love emotion more than bitterness .,0
word-279,"she feel benevolence , and more specifically beneficence .",1
word-280,"i feel joy and , in general , jubilance .",0
word-281,"i do not trust emotion , i prefer restiveness .",0
word-282,i feel not only self-distrust but also hesitance .,0
word-283,"i trust hatred , yet i do not trust penis envy .",1
word-284,they trust fearfulness while they do not trust shyness .,1
word-285,i trust fear while i do not trust premonition .,1
word-286,he feel apprehensiveness while he do not feel presage .,1
word-287,"apart from enviousness , they feel penis envy .",0
word-288,they would choose apprehensiveness over trepidation .,0
word-289,"in addition to hatred , he feel penis envy .",0
word-290,"they like ire , but above all , tantrum .",0
word-291,he prefer love over puppy love .,0
word-292,"he love fright and , to generalize , somberness .",0
word-293,"he like emotion and , broadly speak , ardour .",0
word-294,"they trust apprehensiveness , but their appreciation of sombreness be greater .",0
word-295,"she trust joyfulness , however she do not trust thrill .",1
word-296,they enjoy emotion and additionally loyalty .,0
word-297,i feel hatred more than misoneism .,0
word-298,"i feel joyousness , which be a kind of exhilaration .",0
word-299,she enjoy joy and moreover lightness .,0
word-300,"she trust emotion , less generally swivet .",1
word-301,"i feel joy , but more so charge .",0
word-302,"they feel anger in general , but fit be my favorite .",1
word-303,"i trust ill temper , however i do not trust quick temper .",1
word-304,she feel gratification and moreover comfort .,0
word-305,"i like emotion , yet i do not like creep .",1
word-306,they like fright as well as presage .,0
word-307,he like not only emotional state but also poignance .,0
word-308,"she enjoy emotion , which be an example of infatuation .",0
word-309,they like fear more than shadow .,0
word-310,"she feel hatred , and especially abomination .",1
word-311,they enjoy both joyfulness and jubilance .,0
word-312,"i trust love and , broadly speak , crush .",0
word-313,"in addition to emotion , she like ardor .",0
word-314,"he do not enjoy fear , but on the contrary , he enjoy hysteria .",1
word-315,"they trust anger and , broadly speak , quick temper .",0
word-316,"i trust joy , but my liking for jubilance be greater .",0
word-317,timorousness be a subtype of cold foot .,0
word-318,"she feel fright , but her liking for timidity be greater .",0
word-319,"they enjoy fear and , to generalise , frisson .",0
word-320,"they love fearfulness , yet they do not love dread .",1
word-321,"if emotion do not exist , then exuberance would not exist either .",1
word-322,"he enjoy fright , but even more so shudder .",0
word-323,"more than jubilance , i enjoy triumph .",0
word-324,"apart from emotion , she enjoy disquietude .",0
word-325,"he trust fear , however he do not trust quiver .",1
word-326,apprehensiveness be her favorite type of gloominess .,0
word-327,"they enjoy apprehensiveness , however they do not enjoy presage .",1
word-328,"she love apprehensiveness , and in particular pall .",1
word-329,they like joyfulness as well as intoxication .,0
word-330,"he trust joy , which be a type of jubilancy .",0
word-331,"she love emotion and , to generalise , anxiousness .",0
word-332,"he enjoy apprehensiveness , and to be more specific premonition .",1
word-333,"though they like anger , they do not like huffiness .",1
word-334,"i enjoy dread in general , but premonition be my favorite .",1
word-335,she would choose ill will over heartburning .,0
word-336,"she do not love anger , she prefer lividity .",0
word-337,"i feel joyousness , however not euphoria .",1
word-338,"they do not like outrage , they prefer dudgeon .",0
word-339,"they trust ire , an interesting type of torment .",0
word-340,"i like emotion , but above all , poignancy .",0
word-341,"apart from resentment , i enjoy jealousy .",0
word-342,"they love emotion , and narrow it down , mourn .",1
word-343,he enjoy hate as well as enmity .,0
word-344,i enjoy joy and additionally jubilation .,0
word-345,he trust both hatred and spite .,0
word-346,"in addition to fright , he feel panic attack .",0
word-347,"she like emotion and , in general , angst .",0
word-348,i love ire more than aggravation .,0
word-349,anger be her favourite type of fit .,0
word-350,"he like lovingness , but his appreciation of warmheartedness be greater .",0
word-351,"he trust timidity , less generally hesitance .",1
word-352,"she love fear , and especially self-doubt .",1
word-353,"i enjoy joyousness , and particularly rush .",1
word-354,she feel fearfulness while she do not feel stage fright .,1
word-355,"she like emotion , which be an example of sadness .",0
word-356,"they love ire and , to generalize , hackle .",0
word-357,"they like embarrassment and , in general , disconcertment .",0
word-358,"i do not like bitterness , i prefer envy .",0
word-359,she love both emotion and charge .,0
word-360,"while they like emotion , they do not like poignancy .",1
word-361,"he trust ire , and temper too .",0
word-362,"they like anger in general , but ill temper be my favourite .",1
word-363,"he like anger , which be an example of high dudgeon .",0
word-364,"they enjoy sorrowfulness , but poignance be their favorite .",0
word-365,"i love ire , but i do not love annoyance .",1
word-366,"she enjoy timidness , but more so shyness .",0
word-367,"he trust apprehension , and particularly premonition .",1
word-368,"he trust taste , however he do not trust bitterness .",1
word-369,"they love hate , but on the contrary , they do not love warpath .",1
word-370,"he enjoy apprehension , and more specifically somberness .",1
word-371,"she love hatred , but her appreciation of vengefulness be greater .",0
word-372,"apart from hatred , they enjoy heartburning .",0
word-373,"she trust fear , although she do not trust panic .",1
word-374,"they like joyfulness , however not boot .",1
word-375,i enjoy fury and additionally lividity .,0
word-376,"she trust fearfulness , less generally hysteria .",1
word-377,he prefer anger over irritation .,0
word-378,"i like joy , but on the contrary , i do not like thrill .",1
word-379,they would choose joy over euphory .,0
word-380,"she enjoy hatred , an interesting type of misogyny .",0
word-381,"he love emotion , but rush be his favorite .",0
word-382,"she like sadness , but her liking for sombreness be greater .",0
word-383,"she feel emotion and , more generally , misopedia .",0
word-384,"they like anger , but most of all umbrage .",1
word-385,hatred be a subtype of grievance .,0
word-386,"he trust emotion , but his liking for quick temper be greater .",0
word-387,"they feel unhappiness , and to be more specific sorrowfulness .",1
word-388,"i enjoy embarrassment , which be a kind of discomfiture .",0
word-389,"i love fear , but not panic .",1
word-390,they like lovingness while they do not like warmheartedness .,1
word-391,"while he trust emotion , he do not trust short temper .",1
word-392,"they trust joy in general , but kick be my favourite .",1
word-393,i would pick outrage over dudgeon .,0
word-394,"he feel fear , yet he do not feel boding .",1
word-395,"they trust fearfulness , but pall be their favorite .",0
word-396,"they trust ire , but enragement be their favorite .",0
word-397,"she like fear and , broadly speak , bode .",0
word-398,"she feel emotion in general , but enamoredness be my favorite .",1
word-399,"they trust emotion , but even more so frisson .",0
word-400,"they trust hate and , more generally , detestation .",0
word-401,"i enjoy fright and , to generalise , panic attack .",0
word-402,"he enjoy anger , but not dudgeon .",1
word-403,"he enjoy fearfulness , but apprehension be his favorite .",0
word-404,she would pick hate over animus .,0
word-405,"he love emotion , which be a type of shadow .",0
word-406,"i feel love , but on the contrary , i do not feel filial love .",1
word-407,"they love emotion , an example of ill temper .",0
word-408,enviousness be his favourite type of green-eyed monster .,0
word-409,"i trust joy , but i do not trust lightness .",1
word-410,"i do not love joyousness , but on the contrary , i love elation .",1
word-411,"they like emotion , but misology be their favorite .",0
word-412,"though he like emotion , he do not like jumpiness .",1
word-413,"he love joyousness , but not euphoria .",1
word-414,i feel emotional state to a greater extent than unhappiness .,0
word-415,she enjoy fear more than apprehension .,0
word-416,"he trust emotion , but above all , disquiet .",0
word-417,"i love emotion , but more so disconcertment .",0
word-418,"she do not like fear , but she like thrill .",1
word-419,"they enjoy lightness , yet they do not enjoy euphoria .",1
word-420,"they trust emotional state , and particularly mourning .",1
word-421,"they feel emotional state , however not unhappiness .",1
word-422,"they enjoy ill will , however they do not enjoy heartburning .",1
word-423,"while he love love , he do not love adoration .",1
word-424,"they feel ire , and particularly scene .",1
word-425,"i enjoy anger , and to be more specific dander .",1
word-426,"he enjoy fear , however he do not enjoy shyness .",1
word-427,"she enjoy emotional state , though she do not enjoy sorrowfulness .",1
word-428,"i enjoy malevolence , but most of all vindictiveness .",1
word-429,"i feel self-distrust , but most of all hesitance .",1
word-430,"i do not like emotional state , but on the contrary , i like embitterment .",1
word-431,"he trust emotion , but not aggression .",1
word-432,"he feel rancour , and narrow it down , envy .",1
word-433,"they love joyfulness , and especially boot .",1
word-434,"if hatred do not exist , then animosity would not exist either .",1
word-435,"they feel anger , though they do not feel vexation .",1
word-436,"they like apprehensiveness , except gloominess .",1
word-437,"he enjoy emotion in general , but score be my favorite .",1
word-438,"she feel emotion , and especially thrill .",1
word-439,"i trust emotional state , but most of all embarrassment .",1
word-440,"he enjoy emotion , and narrow it down , shadow .",1
word-441,"he like emotion , but not bereavement .",1
word-442,"he love apprehension , yet he do not love pall .",1
word-443,"although he love ill temper , he do not love scene .",1
word-444,"he love emotion , but he do not love warpath .",1
word-445,"i like emotional state , and more specifically gratification .",1
word-446,"though they love rancor , they do not love grudge .",1
word-447,"i like emotion , and narrow it down , lovingness .",1
word-448,"she feel emotional state , less generally quality of life .",1
word-449,"i enjoy emotion , however not comfort .",1
word-450,"i like ill will , and especially score .",1
word-451,"they like emotion , although they do not like premonition .",1
word-452,"he like emotion , and to be more specific sadness .",1
word-453,"if emotion do not exist , then self-distrust would not exist either .",1
word-454,"he enjoy apprehensiveness , and more specifically shadow .",1
word-455,"they like sadness , except sorrowfulness .",1
word-456,"i feel ill will , and to be more specific antagonism .",1
word-457,"he feel love , and in particular amorousness .",1
word-458,"he love emotional state , but he do not love satisfaction .",1
word-459,"he like emotion , and particularly chafe .",1
word-460,"i like sadness , but most of all sombreness .",1
word-461,"he like hate , although he do not like antagonism .",1
word-462,"he like emotion , and narrow it down , hesitance .",1
word-463,"i trust emotion , and narrow it down , misopedia .",1
word-464,"i trust fright , and narrow it down , panic attack .",1
word-465,"she love excitement , yet she do not love flush .",1
word-466,"they feel ire , except short temper .",1
word-467,"they love sorrowfulness , less generally bereavement .",1
word-468,"if anger do not exist , then offense would not exist either .",1
word-469,"she do not trust fearfulness , but she trust panic attack .",1
word-470,"if dread do not exist , then chill would not exist either .",1
word-471,"she trust fearfulness , but on the contrary , she do not trust alarm .",1
word-472,"if anger do not exist , then short temper would not exist either .",1
word-473,"i like emotion , and in particular outrage .",1
word-474,"i like hate , however i do not like abomination .",1
word-475,"she like hatred , although she do not like misology .",1
word-476,"they do not like envy , but on the contrary , they like covetousness .",1
word-477,"if anger do not exist , then offense would not exist either .",1
word-478,"she trust hatred , but she do not trust aggression .",1
word-479,"they do not enjoy bitterness , but on the contrary , they enjoy grudge .",1
word-480,"i like dread , but on the contrary , i do not like trepidation .",1
word-481,"although he love ire , he do not love indignation .",1
word-482,"while he feel ire , he do not feel spleen .",1
word-483,"he do not like hate , but on the contrary , he like vindictiveness .",1
word-484,"he like hate , but most of all abhorrence .",1
word-485,"i trust beatification , less generally enlightenment .",1
word-486,"he enjoy hatred , however he do not enjoy rancour .",1
word-487,"she like elation , and especially ecstasy .",1
word-488,"they feel excitement , but not kick .",1
word-489,"he like malignity , however he do not like malice .",1
word-490,"she love taste in general , but bitterness be my favourite .",1
word-491,"she feel bad temper , but she do not feel tantrum .",1
word-492,"he feel timidity , and in particular unassertiveness .",1
word-493,"if malevolence do not exist , then maleficence would not exist either .",1
word-494,i feel hate while i do not feel class feeling .,1
word-495,"i like emotion in general , but rage be my favourite .",1
word-496,"they trust ill will , but on the contrary , they do not trust animosity .",1
word-497,"i like emotion , and especially chill .",1
word-498,"he love emotion , less generally jumpiness .",1
word-499,"she enjoy fright in general , but chill be my favorite .",1
word-500,"though she love emotion , she do not love pique .",1
word-501,"i do not feel intimidation , but i feel fright .",1
word-502,"i trust hesitance , but more so timidness .",0
word-503,"he trust devotion , except love .",0
word-504,"they like aggravation , and particularly anger .",0
word-505,hesitance be a subtype of fearfulness .,1
word-506,"they feel resentment , but not hatred .",0
word-507,"she trust irritation , and moreover , she trust ire .",0
word-508,"i feel titillation , an interesting type of joy .",1
word-509,"he do not like agape , he prefer love .",0
word-510,"they enjoy belligerency , and narrow it down , hatred .",0
word-511,"i trust wrath , but anger be my favorite .",0
word-512,"while they trust maleficence , they do not trust emotion .",1
word-513,"she trust grievance , but resentment be her favorite .",0
word-514,"she love bang , and moreover , she love emotion .",0
word-515,"she feel grudge , but hate be her favourite .",0
word-516,"he like scene , less generally bad temper .",0
word-517,flush be his favourite type of joyfulness .,1
word-518,"he love vexation , but more so emotion .",0
word-519,"i like enviousness , but most of all rancour .",0
word-520,"he feel covetousness , and narrow it down , emotion .",0
word-521,"she do not trust huffishness , but she trust rancor .",1
word-522,i trust hesitance more than self-distrust .,0
word-523,"he do not love nirvana , he prefer happiness .",0
word-524,"she like fury , but more so anger .",0
word-525,"she like hesitance , and especially fright .",0
word-526,"i enjoy irascibility , yet i do not enjoy ire .",0
word-527,she love high spirit as well as joyousness .,0
word-528,she prefer penis envy over rancour .,0
word-529,"in addition to boding , she love fright .",0
word-530,"they enjoy euphoria and , to generalize , emotion .",1
word-531,terror be their favourite type of fearfulness .,1
word-532,"i trust penis envy , but most of all emotion .",0
word-533,"she love lividity in general , but anger be my favourite .",0
word-534,"he like raptus , and particularly emotional state .",0
word-535,"i love conniption , and moreover , i love anger .",0
word-536,"he feel green-eyed monster , but hate be his favorite .",0
word-537,"i feel quiver , but above all , emotion .",0
word-538,i like thrill and moreover joyousness .,0
word-539,"i love worship , but my liking for love be greater .",0
word-540,he prefer intimidation over dismay .,0
word-541,she enjoy pique more than vexation .,0
word-542,"i feel sombreness , and particularly fearfulness .",0
word-543,"they enjoy jubilancy , but not joyfulness .",0
word-544,"she enjoy exhilaration , although she do not enjoy joyfulness .",0
word-545,"while i trust gloominess , i do not trust unhappiness .",1
word-546,"she love timorousness , but even more fearfulness .",0
word-547,"they enjoy enviousness , which be an example of rancour .",1
word-548,"apart from self-doubt , i enjoy fright .",0
word-549,"he love grievance , but even more so rancour .",0
word-550,"though he feel jealousy , he do not feel rancor .",1
word-551,"he like worry , and more specifically emotion .",0
word-552,"they trust grudge , but resentment be their favorite .",0
word-553,they love score while they do not love rancour .,0
word-554,she prefer shadow over emotion .,0
word-555,"she trust sombreness , but more so unhappiness .",0
word-556,"she trust flush , but above all , excitement .",0
word-557,she love panic attack and fear .,0
word-558,"they love high spirit , except joyousness .",0
word-559,"he enjoy green-eyed monster and , broadly speak , envy .",1
word-560,"she feel gloominess and , broadly speak , fright .",1
word-561,"i enjoy elation , but not joyousness .",0
word-562,he enjoy embarrassment while he do not enjoy emotion .,0
word-563,they enjoy sorrowfulness as well as unhappiness .,0
word-564,"they like embitterment , however they do not like emotion .",0
word-565,he like sulkiness as well as emotion .,0
word-566,presentiment be her favourite type of fear .,1
word-567,"she feel rancor , and especially hatred .",0
word-568,"i love suspense , an example of fright .",1
word-569,"he like intimidation , which be a type of fearfulness .",1
word-570,she would choose frisson over fear .,0
word-571,"she do not feel penis envy , but on the contrary , she feel ill will .",1
word-572,"she like veneration , which be an example of worship .",1
word-573,"she like warmheartedness , which be an example of lovingness .",1
word-574,"if excitement do not exist , then joy would not exist either .",0
word-575,"i like covetousness and , in general , bitterness .",1
word-576,"they trust spitefulness , though they do not trust hate .",0
word-577,"they enjoy displeasure , yet they do not enjoy anger .",0
word-578,"they feel high spirit , however they do not feel joyfulness .",0
word-579,veneration be a subtype of worship .,1
word-580,"they like panic attack , except emotion .",0
word-581,"she like aggravation , however not ire .",0
